PromedioAcumulado,AsistenciaPct,HorasEstudioSem,TareasEntregadasPct,Parcial1,Parcial2,DificultadMateria,IntentosReprobados,PromedioFinal,Aprobado
3.32,97.2,8.9,100.0,3.25,3.99,3,0,3.5608343766489634,1
4.02,98.2,7.0,80.0,2.45,4.21,2,1,3.1244147520384615,1
4.19,68.4,12.0,98.9,3.23,3.87,3,0,3.3756029499954803,1
3.91,95.3,8.3,100.0,3.38,3.66,5,0,2.9840277589999693,0
4.11,72.6,13.4,69.4,2.55,3.51,3,0,2.884383077133538,0
2.98,80.7,13.5,77.9,4.22,5.0,3,1,3.913423854444766,1
3.58,84.8,6.0,56.6,4.78,3.32,3,0,3.6060015647120784,1
3.02,80.5,7.1,63.9,3.63,3.61,3,0,3.149699619912912,1
4.0,81.4,14.2,89.1,2.66,3.37,3,0,3.155057059626343,1
4.05,93.1,11.1,78.3,3.44,2.93,2,0,3.0135257160578695,1
3.11,95.7,12.8,71.5,3.5,4.12,3,0,3.7027995506399507,1
3.3,83.9,12.8,100.0,3.75,2.93,3,0,3.4143350903016705,1
3.12,85.0,7.3,76.1,4.87,3.84,3,0,3.7135814966689353,1
3.71,91.3,20.0,60.5,2.85,4.32,2,0,3.976453918978489,1
3.55,74.5,13.9,66.3,3.82,3.08,2,0,3.276499059282926,1
3.62,85.4,8.3,82.6,4.17,3.12,2,0,3.373484830947478,1
3.44,82.8,14.1,85.1,4.13,4.74,4,0,4.195041066814081,1
4.52,87.8,9.5,69.2,4.38,4.66,4,0,3.822403129525751,1
4.08,73.3,10.5,68.1,3.6,3.53,3,0,3.3178927455573257,1
3.53,88.6,7.5,69.2,3.58,4.26,4,0,3.5492008910683968,1
2.83,87.8,6.5,100.0,3.73,3.77,3,0,3.55331005489562,1
2.75,100.0,13.1,100.0,3.6,1.62,3,2,2.4679018775587,0
2.79,72.1,7.2,79.7,3.06,5.0,2,0,3.7914243967668653,1
3.82,100.0,6.9,85.0,3.75,3.58,5,1,2.881450805259653,0
3.52,100.0,8.7,82.1,3.96,4.37,5,0,3.438011770263536,1
4.22,97.8,5.7,72.0,3.22,5.0,2,1,3.7675174291407787,1
3.96,79.9,10.2,91.2,3.93,3.82,4,0,3.3371496900376907,1
2.49,94.8,7.9,55.0,3.08,4.39,4,0,3.4043968172814196,1
3.19,67.7,14.0,85.7,3.37,3.25,4,0,3.042495631785939,1
2.76,64.6,14.1,96.6,3.49,4.12,3,0,3.6365820994069122,1
3.4,79.2,9.9,67.3,4.35,4.06,3,1,3.6590016436831676,1
3.76,75.3,6.7,73.5,3.82,2.91,2,0,3.497203303096729,1
3.64,65.4,9.2,44.4,4.18,4.15,4,1,3.3404919980922334,1
3.59,100.0,8.5,66.7,3.77,2.81,3,0,3.1730646901261883,1
3.01,77.8,16.3,100.0,3.95,3.82,4,0,3.6304836204919058,1
4.76,89.7,8.7,51.1,3.43,4.54,3,0,3.71208286999212,1
3.68,100.0,10.9,67.7,3.62,4.13,3,0,3.7516822745980365,1
4.39,83.9,12.6,100.0,4.31,4.0,3,0,3.805697482240241,1
4.01,72.1,15.8,76.5,2.55,2.69,4,0,2.4901419672968217,0
3.9,100.0,8.6,69.8,3.6,3.68,2,2,3.226328448870888,1
3.91,83.5,4.1,82.2,3.73,2.46,4,0,2.8012150156304836,0
3.32,93.5,10.5,70.7,3.96,3.64,3,0,3.724358020062386,1
3.3,57.8,14.5,70.0,3.73,2.92,3,2,2.9832344579990613,0
3.55,88.0,11.5,83.1,3.66,4.98,3,0,3.9677078494008606,1
3.52,84.4,7.8,73.0,2.89,3.02,4,0,2.6947436562156097,0
2.37,81.3,8.7,84.1,3.23,4.65,1,0,3.700205278845728,1
3.59,94.7,6.6,100.0,4.49,4.66,3,1,3.7206686695977083,1
3.89,78.3,9.1,91.9,4.75,1.99,5,0,2.650016295446039,0
2.95,82.2,6.5,84.4,4.09,4.61,3,2,3.827154478161224,1
3.07,86.0,11.6,75.9,3.05,3.9,3,0,3.189072995618037,1
3.63,93.7,12.0,56.9,4.21,2.83,4,0,3.002608362081647,1
3.81,82.5,10.3,98.3,4.1,3.58,1,1,3.657770033509036,1
3.52,83.4,13.5,74.9,3.08,3.26,4,1,2.7968235478920582,0
3.77,83.3,14.9,65.5,3.59,3.0,4,0,3.0315204994906013,1
3.67,83.3,15.8,57.9,5.0,4.24,1,0,4.333387334114195,1
3.41,71.8,10.5,81.4,4.02,3.29,3,1,3.278438464871426,1
3.58,92.6,7.8,81.8,3.45,4.18,3,0,3.4333047526007157,1
3.58,93.3,1.2,70.2,2.94,3.66,1,0,3.5224920071931787,1
3.61,68.7,8.2,92.2,3.69,3.6,2,0,3.21646135013982,1
3.53,80.5,4.9,84.2,4.11,2.65,3,0,2.899248250294693,0
3.77,98.2,10.1,64.7,5.0,3.31,2,0,3.8799020093281174,1
4.07,86.1,13.2,55.6,4.18,2.16,1,1,3.0118345337919195,1
3.82,81.8,13.0,77.4,3.87,5.0,4,0,3.761530154257932,1
2.45,73.9,13.3,72.2,4.38,3.16,3,0,3.5993605291337953,1
2.91,97.6,4.0,86.1,2.37,2.48,2,2,2.365675317448885,0
3.9,78.0,4.1,92.5,2.67,3.84,2,0,3.123013655536526,1
3.19,91.9,15.1,97.6,3.61,3.76,1,0,3.795129706180831,1
4.19,100.0,1.9,64.5,3.8,3.58,5,0,3.224414704973869,1
2.86,86.2,12.8,73.0,1.9,4.41,2,0,3.355389713085132,1
4.01,99.2,9.2,70.3,5.0,3.87,3,1,3.888087934977947,1
3.16,89.7,8.7,62.2,3.04,3.82,1,0,3.484323607934226,1
4.16,95.1,10.8,93.2,2.67,4.07,3,0,3.548303961612302,1
3.23,82.5,17.2,78.6,4.03,3.49,5,0,3.3096527360956776,1
3.12,76.2,6.8,92.8,5.0,2.6,2,0,3.482324865166283,1
3.64,80.4,8.4,77.9,2.19,3.89,3,0,2.9915331940321592,0
2.87,81.5,14.5,90.5,4.07,3.7,3,0,3.500595781527121,1
3.13,87.7,6.5,71.3,2.14,4.26,3,0,3.029184145614332,1
4.03,92.1,13.4,62.5,3.75,3.87,3,0,3.7857313768854275,1
4.33,69.5,9.8,87.9,1.95,3.33,3,0,2.8203042640266704,0
3.49,86.6,1.0,61.8,2.94,3.91,3,1,2.9615683710256797,0
3.35,88.2,10.5,68.3,3.76,4.0,4,1,3.409509065103447,1
2.84,85.5,10.4,83.5,4.3,4.31,2,0,3.8902296402559204,1
3.92,74.6,10.9,73.4,4.21,5.0,3,0,4.030227240912916,1
3.38,89.1,12.8,92.3,4.2,2.78,1,1,3.26578702111177,1
2.99,88.7,12.4,70.1,3.43,4.28,1,0,3.853847411120284,1
3.74,93.3,10.0,57.9,3.35,2.77,4,1,2.6979495608771837,0
2.94,82.8,14.6,76.5,3.9,3.49,4,0,3.465359106408426,1
3.68,88.0,8.5,41.2,3.43,3.26,3,0,3.24674510997828,1
3.4,90.6,11.2,75.2,3.63,3.26,3,0,3.1413359875763827,1
3.7,85.5,6.5,61.2,3.64,3.57,1,1,3.505234021171663,1
2.87,71.6,1.8,90.9,4.32,4.68,2,0,3.8383072536266813,1
3.7,62.3,6.9,82.7,3.52,2.13,2,0,2.4656237323256733,0
2.71,76.9,10.4,88.3,3.84,3.14,3,0,3.039044244378379,1
3.74,67.9,3.6,92.6,3.53,3.65,3,1,2.8158498392449,0
3.56,87.5,6.4,90.4,2.13,3.55,4,0,2.60407987813451,0
2.66,74.8,16.9,89.6,3.92,1.76,1,0,3.2213707291865727,1
3.59,78.4,8.9,91.6,2.97,3.8,4,0,3.026932079304468,1
3.95,100.0,11.8,94.0,3.61,2.93,1,0,3.5422475188934683,1
3.38,81.1,6.5,61.2,3.48,4.06,3,0,3.4886529481771174,1
2.95,96.9,4.5,91.2,3.93,3.79,4,1,3.3049861430588514,1
3.39,85.4,5.9,82.9,2.66,4.18,4,0,2.812561311674081,0
2.47,70.6,14.2,85.9,4.6,4.02,5,1,3.385040355914148,1
3.76,84.6,8.8,100.0,3.82,3.23,3,0,3.225033857962721,1
3.98,61.8,10.5,86.5,3.45,4.1,3,0,3.2675761837252564,1
3.37,87.2,7.2,76.8,3.67,4.61,3,0,3.7648684591008483,1
3.47,75.7,13.0,53.8,4.4,4.09,3,1,3.4596726586542377,1
4.16,84.8,15.6,75.8,3.64,3.3,1,0,3.765653418681163,1
4.37,78.4,19.0,87.7,3.59,2.75,4,0,2.8324107584078146,0
3.97,96.8,12.6,66.2,3.69,2.19,4,0,2.625134303517909,0
3.09,85.4,6.1,97.4,4.21,2.83,3,0,3.054302491782464,1
4.22,81.9,2.5,100.0,3.27,4.96,2,0,3.8230030126363723,1
3.91,80.1,15.3,82.6,3.73,3.15,2,0,3.244069303648048,1
3.72,87.1,2.6,77.1,3.75,4.13,3,0,3.26480515004429,1
3.76,81.2,9.7,75.3,4.0,3.07,4,0,3.0368720182131885,1
4.13,61.9,14.1,100.0,4.3,3.44,3,1,3.0536759123393984,1
2.67,79.6,16.7,98.0,3.65,2.88,5,0,2.9814793563398285,0
3.52,85.0,6.4,57.4,3.27,3.64,2,0,3.360560403735922,1
3.03,77.5,10.6,79.5,4.08,3.94,2,1,3.7208319707092845,1
3.81,87.5,9.5,100.0,2.5,3.02,3,0,2.5400711728581333,0
3.19,86.1,7.1,92.9,2.85,3.62,3,2,2.869245496283884,0
5.0,63.1,15.0,65.6,2.89,4.48,1,0,3.405094652847121,1
3.98,77.9,12.3,76.3,3.1,4.61,3,0,3.591422841972523,1
3.02,98.2,5.2,75.6,2.63,4.58,3,1,3.2363922232889846,1
4.08,90.3,9.2,63.8,4.27,4.04,4,0,3.9759934633359464,1
3.4,91.3,8.5,100.0,3.36,5.0,3,1,3.6349607091733107,1
3.65,94.7,11.7,98.4,2.39,3.82,4,0,3.0299193487860756,1
3.53,82.5,17.6,86.5,2.76,3.99,2,0,3.2444721893021526,1
2.69,79.4,11.3,85.6,3.82,2.95,3,1,2.875863952753113,0
3.3,93.4,8.9,100.0,2.46,4.43,3,0,3.130320894863223,1
3.04,96.1,9.6,74.1,3.67,4.29,5,0,3.3914989989088515,1
2.39,97.3,11.6,92.5,3.58,4.34,2,0,4.227056378781925,1
3.33,78.6,3.1,100.0,3.5,2.08,3,0,2.3164724709130713,0
3.47,91.6,14.4,85.8,3.59,3.24,3,2,2.7824806342091524,0
2.87,83.9,10.7,92.1,2.83,4.4,3,0,3.592182839066241,1
4.14,92.1,9.5,78.4,3.23,3.13,1,1,3.3949171820763424,1
3.79,84.1,8.4,72.7,2.71,4.06,3,0,3.183402112677182,1
3.65,84.7,9.7,64.8,3.06,3.6,2,0,3.230133206529402,1
3.86,93.0,6.2,82.7,3.14,4.24,5,0,3.1799357496613756,1
3.87,81.7,3.5,58.3,3.18,4.97,4,0,3.702329579288987,1
3.73,81.3,12.1,69.3,3.34,2.98,4,1,2.6284226146034575,0
4.37,95.6,7.0,72.5,3.79,4.18,2,0,3.897052045990802,1
2.55,89.1,10.9,88.9,3.5,3.86,3,1,3.4003533406897297,1
3.87,75.1,9.2,68.6,3.32,3.35,3,0,3.1755320818341324,1
3.41,96.6,15.2,79.9,2.98,4.26,4,0,3.383866322677532,1
4.3,99.6,11.9,59.8,2.98,3.97,5,0,3.2474060195309824,1
3.78,88.0,14.4,81.5,3.82,3.41,1,0,3.914143664408764,1
3.54,81.8,13.0,94.3,3.36,3.81,2,0,3.78033833603399,1
4.32,100.0,17.0,75.1,3.49,3.05,4,0,3.0976554088596036,1
3.51,100.0,3.7,60.1,4.6,4.48,2,0,4.437370631731119,1
3.81,76.1,15.9,83.5,2.78,3.27,3,0,2.923522803108635,0
3.29,82.4,6.8,100.0,3.14,3.03,2,0,3.0944764312778426,1
3.67,84.5,5.6,75.5,4.55,4.62,3,1,4.023329771480141,1
4.63,100.0,5.0,83.0,3.47,2.54,3,0,2.9948702505524496,0
4.03,93.9,8.3,65.6,3.56,3.97,3,0,3.377259712705265,1
3.81,81.8,11.7,73.2,4.96,4.16,3,0,3.807761748203249,1
2.91,85.0,15.5,71.6,5.0,3.25,3,0,3.6356632220876097,1
4.78,83.9,2.4,88.2,4.47,3.47,5,0,3.199679616598149,1
2.99,77.4,11.2,69.0,3.29,3.49,1,0,3.4204392065374853,1
3.64,90.2,6.1,74.0,3.81,3.76,3,0,3.3780441354183126,1
3.83,89.5,5.0,83.6,2.54,3.66,4,0,2.916499779113946,0
3.92,90.9,7.8,49.6,3.67,3.33,4,0,3.0550369602265928,1
3.25,87.2,10.4,91.0,3.81,3.11,5,0,2.836284580681413,0
3.94,74.1,7.4,60.6,3.43,4.61,1,1,3.9555525780952743,1
2.99,78.7,5.1,62.0,3.63,4.27,4,1,3.162958476187111,1
4.43,85.6,8.3,62.7,4.82,3.34,2,0,3.53633487749297,1
2.96,94.0,12.3,100.0,3.4,2.81,3,0,3.109465602178771,1
3.34,87.8,11.6,99.7,3.71,5.0,5,0,3.833253353014072,1
3.89,72.7,8.0,68.2,3.71,4.65,2,0,3.656105066654372,1
3.51,64.8,9.3,100.0,4.06,3.36,5,1,2.7986680618823474,0
4.36,84.6,6.9,100.0,3.57,5.0,4,0,3.6053500856201723,1
4.23,89.1,10.9,81.9,3.47,2.93,4,0,3.029009979325317,1
3.85,92.9,13.5,100.0,4.29,2.84,5,0,3.02122816716879,1
3.24,100.0,6.8,99.5,3.44,4.82,3,1,3.5123379773449086,1
3.54,96.2,8.0,78.2,3.31,3.44,3,1,3.0830583680984116,1
2.87,91.2,12.3,88.8,3.76,4.01,4,0,3.599405435131737,1
3.18,79.6,20.1,70.2,3.57,3.35,4,0,3.2320479897625813,1
3.48,99.4,12.7,75.2,3.53,3.95,1,0,3.852466085457611,1
4.04,74.2,9.3,78.0,4.15,3.52,5,0,2.898422271896292,0
3.81,96.0,5.8,66.7,3.15,4.34,2,0,3.623143806867387,1
3.47,100.0,14.2,83.0,2.99,3.96,4,1,3.2123021995345225,1
3.22,99.0,6.7,50.5,3.93,3.61,3,0,3.371899326174633,1
3.98,81.1,9.2,82.3,4.06,3.98,4,0,3.6113439812843007,1
3.31,68.6,8.4,74.4,3.68,4.64,3,1,3.5530143905220775,1
3.94,77.5,9.6,91.2,2.83,4.34,3,0,3.0260942682730456,1
3.86,85.5,6.2,73.4,5.0,4.71,3,0,3.872321031103712,1
4.13,82.2,13.8,84.2,3.92,3.84,5,1,3.4349994345760613,1
3.17,87.4,11.8,75.5,3.9,4.97,4,1,3.7663190004328206,1
3.38,66.9,8.8,64.0,2.8,3.29,1,0,3.10677503973539,1
3.6,92.9,9.0,82.4,3.3,5.0,3,0,4.04566948694687,1
3.45,78.8,8.6,80.6,3.96,3.47,3,0,3.450508585045243,1
3.26,85.0,10.5,94.4,4.03,3.64,4,0,3.27059153721643,1
3.26,80.2,6.9,100.0,3.26,4.73,3,1,3.6066476524116693,1
2.96,92.5,5.8,100.0,4.93,3.63,3,1,3.8848572208629086,1
3.21,79.3,9.1,85.3,3.95,2.99,3,0,3.272326404573358,1
3.95,67.9,12.6,86.1,3.19,4.16,2,0,3.5115632414382354,1
4.05,90.6,16.1,83.8,3.12,4.02,2,1,3.4907458619656766,1
3.75,69.1,10.7,67.5,3.04,3.92,4,2,2.842225241319583,0
3.48,83.3,13.3,74.5,2.86,4.77,4,0,3.678769733027647,1
3.55,95.9,13.3,86.9,3.58,2.73,2,1,3.2195461824116203,1
4.31,90.8,11.3,98.2,3.81,4.25,3,0,3.9133443115631272,1
4.03,85.3,11.8,97.8,4.68,3.79,2,0,3.7963900261868235,1
2.29,85.7,8.4,76.7,4.12,3.04,3,1,3.078050299757152,1
3.17,74.5,7.1,68.2,4.43,5.0,2,0,3.985795159105448,1
3.34,89.1,6.2,100.0,3.25,3.56,5,0,3.179373427314655,1
4.37,89.9,9.2,70.9,3.86,3.0,3,0,3.3527613041303113,1
3.92,87.1,11.1,61.4,3.6,4.08,3,0,3.3805589771838944,1
2.88,85.1,8.6,83.3,2.79,3.53,2,1,3.0592954246774497,1
3.95,83.6,9.8,75.5,4.05,2.11,4,1,2.503253853233117,0
5.0,92.9,4.1,78.5,4.38,3.51,1,0,3.806550212929404,1
4.01,78.9,19.1,76.6,3.21,5.0,1,0,4.219994261928497,1
3.17,71.6,16.4,78.9,4.44,3.45,3,1,3.7034822681740893,1
4.35,94.0,9.3,79.0,3.92,3.17,3,0,3.3985904316839806,1
3.77,71.8,11.2,88.4,3.44,4.33,3,1,3.469558589290878,1
3.26,77.6,16.6,81.9,4.06,3.98,2,0,4.04140412033398,1
3.62,89.2,13.2,79.5,4.65,3.55,4,0,3.816377721890298,1
3.48,88.3,7.7,86.5,4.92,2.38,4,0,3.112323531756096,1
3.25,83.4,12.0,92.0,3.73,2.47,3,0,2.69560371504926,0
2.99,99.1,4.5,60.6,4.38,3.2,3,0,3.5406784297657117,1
3.3,94.8,11.1,69.6,4.72,4.23,5,0,3.437344178930155,1
3.57,83.9,11.2,56.1,3.64,4.02,3,1,3.361898309803749,1
4.0,79.4,2.5,79.3,3.96,3.38,4,1,3.1160440294962366,1
2.96,87.7,14.1,72.0,2.39,4.91,4,1,3.420349621821261,1
2.91,86.9,11.8,65.6,3.09,2.53,2,0,2.6733720586016254,0
3.65,96.9,8.7,79.9,3.62,3.69,5,0,3.24321835577668,1
3.44,83.0,8.9,64.9,2.52,3.14,4,0,2.6640401870732098,0
3.4,95.3,13.4,87.5,3.21,3.59,4,0,3.1850929333177254,1
3.14,71.7,7.6,78.7,4.5,2.29,5,1,2.6607280460385256,0
3.16,88.5,7.5,75.7,3.59,2.94,3,0,3.0462146130299144,1
3.04,77.9,7.0,82.0,4.53,4.07,2,2,3.5108696475683425,1
2.7,85.1,13.2,87.8,4.03,4.58,4,1,3.706649374085625,1
3.77,82.8,12.5,78.7,2.63,3.6,4,0,2.744424003252655,0
3.85,73.9,5.4,75.2,3.06,3.09,3,1,2.4714778924295566,0
4.43,77.6,10.6,77.0,3.61,3.4,4,0,3.10613589386664,1
3.89,80.4,11.2,91.5,3.92,3.15,3,0,3.30128007931779,1
3.58,100.0,14.7,56.6,3.83,3.67,1,1,4.05642741635505,1
3.84,79.7,8.4,79.2,3.38,3.5,2,0,3.2747949577435715,1
3.41,66.0,7.9,99.8,3.41,3.46,3,0,2.9937918834048647,0
3.17,77.6,12.1,92.7,3.98,3.88,4,0,3.237098850274657,1
3.92,67.4,7.9,84.2,2.58,4.16,2,0,3.016393073439716,1
3.76,74.6,12.7,88.4,2.93,3.56,1,0,3.0863275574775955,1
2.96,60.6,10.9,100.0,3.91,3.45,1,1,3.4687979393007193,1
3.58,78.8,3.1,82.5,3.22,3.51,2,0,3.291133556795461,1
3.18,88.7,9.0,73.3,3.86,4.98,3,1,4.015524349202368,1
4.06,80.9,10.8,98.9,3.69,3.24,4,2,2.9045895109077082,0
3.39,81.4,12.8,82.7,2.26,3.15,3,0,2.7271101374986264,0
4.45,100.0,8.0,52.9,3.05,2.41,3,0,2.728015782474199,0
4.19,79.0,6.7,83.2,4.24,3.37,5,0,2.917973669181684,0
3.05,87.2,6.6,88.2,3.12,3.52,1,2,3.4040820990020304,1
3.27,86.1,10.8,65.9,4.55,4.44,2,1,3.9395453540645557,1
3.94,87.5,10.1,100.0,2.94,5.0,3,0,3.3490699418764067,1
3.63,78.9,7.2,70.6,4.82,3.59,5,1,3.148558583978439,1
3.46,92.7,11.8,72.3,3.36,2.48,2,1,3.0493641070991298,1
3.63,96.9,10.8,94.3,4.13,3.26,2,0,3.642668750632428,1
3.54,85.7,7.7,89.5,4.09,4.34,3,1,3.527197114138459,1
4.1,96.7,7.7,82.8,4.7,3.46,4,0,3.4437285456900684,1
3.46,90.4,16.9,86.8,3.75,4.28,2,0,3.754582690051309,1
3.83,86.7,1.4,74.5,4.07,3.49,3,0,3.3929709990714207,1
3.83,74.6,3.9,72.7,3.29,4.21,3,0,3.0003944685596617,1
4.22,83.8,9.2,63.4,3.46,5.0,3,0,4.136260437098904,1
3.56,95.0,13.9,100.0,3.2,3.64,4,0,3.2254489592061044,1
3.68,81.1,6.5,59.7,3.27,3.51,3,2,2.7240940008758416,0
3.79,85.8,12.3,79.3,1.63,3.64,3,0,2.4603606129427256,0
3.28,74.2,2.9,60.2,3.48,3.36,4,0,2.6709719151799654,0
3.52,88.7,9.0,77.5,3.6,3.48,2,0,3.357179235315795,1
3.15,89.6,11.2,86.8,2.51,3.5,3,1,2.79625634536384,0
3.94,100.0,13.4,80.5,4.27,3.29,5,0,3.0946681318917646,1
4.38,87.3,12.4,100.0,3.05,4.42,3,0,3.6404930591984,1
2.65,88.0,2.5,86.5,3.63,4.11,4,1,3.0960718617590817,1
4.1,83.5,10.0,80.4,4.14,3.63,4,0,3.1842667385008014,1
3.58,84.1,7.1,89.9,3.32,3.83,4,0,3.6004181403231503,1
4.23,82.0,9.6,72.6,3.69,2.76,1,0,3.1269309076944216,1
3.73,98.6,8.7,77.5,3.62,4.16,2,0,3.7744967260456184,1
4.09,79.8,12.8,60.8,3.77,3.3,3,0,3.148862001046192,1
3.55,96.5,9.9,94.2,3.69,2.77,4,0,3.397502237114999,1
3.62,84.1,11.0,86.3,3.51,4.67,1,1,4.1478971989426165,1
4.08,76.6,10.2,92.0,2.94,3.4,5,0,2.8331998083344905,0
4.83,79.4,1.1,100.0,4.47,3.02,3,0,3.0156261055521134,1
3.34,78.1,10.2,80.6,3.69,2.47,3,0,3.0869315774273685,1
3.66,79.7,9.8,75.0,3.33,4.33,3,0,3.0894507592598197,1
3.24,72.9,11.9,84.9,2.61,3.58,4,0,3.172731377668911,1
3.48,77.5,11.9,78.6,4.32,4.8,2,0,4.096045587192253,1
3.34,60.2,2.8,69.6,2.87,3.96,3,0,2.906932404108231,0
3.1,86.1,5.6,75.4,3.92,3.53,3,0,3.2664743261559708,1
3.85,79.4,10.3,86.6,3.46,3.46,2,1,3.3871851913329176,1
3.7,82.8,12.2,67.7,4.06,3.89,3,0,3.4923762136733654,1
3.15,76.8,8.7,53.8,4.7,4.87,3,0,3.995061804238316,1
3.02,98.6,12.0,57.9,2.91,3.0,1,0,3.305012907244109,1
4.03,66.2,17.8,86.6,2.82,3.84,3,1,3.284065451564582,1
3.35,94.4,12.0,78.3,3.88,3.83,1,0,4.239162279130112,1
4.72,69.3,15.6,82.2,4.44,3.37,2,0,3.607010464569571,1
3.56,77.6,8.9,77.7,3.38,3.54,5,2,2.5405290165154524,0
3.62,88.7,12.5,86.1,3.59,3.85,2,0,3.7775357937420493,1
3.49,100.0,14.1,93.7,2.62,3.82,5,0,3.2865541609509457,1
2.89,92.8,14.2,90.9,4.32,4.26,3,0,3.7623127571908754,1
2.89,59.2,1.9,58.7,3.65,2.44,1,0,2.9306491583872414,0
4.29,88.5,7.7,66.8,4.3,4.23,2,2,4.062655336060535,1
4.27,76.9,13.4,86.2,3.8,4.25,3,2,3.4716688235826814,1
3.11,100.0,4.2,69.5,3.48,3.54,3,1,3.2667068212228827,1
3.85,88.1,6.7,95.7,4.31,2.85,3,0,3.269067408120596,1
4.27,94.5,12.3,99.7,3.72,3.73,2,0,3.6728890186544527,1
2.94,76.3,7.0,99.5,2.68,3.55,4,1,3.091659916428554,1
3.59,75.7,5.4,78.1,4.2,3.52,1,1,3.6136960786014627,1
3.34,84.5,15.5,87.0,4.58,2.44,2,0,3.5424451684138605,1
3.68,77.5,8.0,78.7,3.09,3.77,2,1,2.961082913935743,0
4.22,88.3,5.5,100.0,3.54,2.52,2,0,2.9563624467637313,0
3.8,80.5,5.6,80.2,5.0,4.45,3,0,4.112990304245511,1
3.89,84.7,15.0,100.0,3.37,2.61,4,0,2.752910586690062,0
2.49,94.7,11.3,45.5,2.87,3.78,2,0,3.6247705259287293,1
3.95,85.3,15.3,70.4,3.19,3.8,3,0,3.3228943810922655,1
3.58,82.3,9.0,74.9,3.4,3.01,3,2,2.832180656195616,0
4.68,77.9,10.4,100.0,4.4,3.39,3,0,3.689242900125601,1
3.9,79.7,6.4,59.3,3.3,3.27,3,0,3.00894503575382,1
3.44,92.1,13.7,83.3,4.15,3.78,3,0,3.875237377055763,1
4.54,83.6,5.9,86.7,3.85,3.09,4,1,2.9816670095214572,0
3.56,75.4,17.3,96.7,3.64,5.0,2,0,4.014360355412909,1
3.74,81.0,5.5,70.7,3.61,2.96,2,0,2.9792892739296675,0
2.91,93.3,4.6,55.5,2.02,3.41,3,0,2.9901278160415816,0
3.28,81.8,11.4,95.3,3.95,3.42,2,1,3.540099631189461,1
3.24,59.3,7.0,97.3,4.41,2.94,2,0,3.1254751437905046,1
3.51,94.1,8.0,77.5,3.18,3.29,2,0,3.2375503582168146,1
2.99,82.5,14.2,79.8,4.43,3.44,3,0,3.444583774152214,1
2.74,92.9,16.0,51.4,3.31,2.84,4,0,2.702801664684367,0
3.65,80.9,10.3,100.0,3.55,4.94,3,0,3.9040809036970323,1
2.87,89.8,8.8,96.9,3.78,3.56,3,0,3.377272965769333,1
3.96,90.7,8.7,65.5,4.56,4.06,3,0,3.697022270412459,1
4.59,77.6,11.7,95.2,2.26,4.81,5,0,2.7916477574821585,0
3.71,71.7,0.7,46.7,4.08,3.59,1,1,3.4806346888624646,1
3.73,73.6,9.6,76.1,3.82,3.42,1,0,3.696952955269928,1
2.49,87.0,5.7,76.5,4.02,3.55,3,0,3.338620057761033,1
3.91,83.5,11.1,62.5,3.52,5.0,2,0,4.141647569306357,1
3.56,84.8,9.2,78.5,3.38,4.3,2,1,3.63207797234711,1
3.84,89.3,10.4,80.9,5.0,4.07,4,1,3.7838032769790035,1
3.01,81.8,10.7,92.0,3.17,4.83,3,0,3.751642348305375,1
3.47,80.5,11.7,100.0,3.62,3.91,2,0,3.6896259190929843,1
4.22,76.8,6.8,87.5,5.0,3.84,4,0,3.6436681126006802,1
3.22,88.7,14.7,100.0,4.27,4.27,2,0,4.145210836364484,1
3.44,100.0,10.5,82.9,2.43,4.13,4,0,3.2213809382903125,1
4.05,80.0,10.8,68.1,2.8,3.36,4,0,3.059532899505463,1
3.95,89.5,9.8,69.3,4.3,3.37,3,1,3.3192418641168637,1
4.13,98.2,7.7,78.9,3.66,3.03,3,0,3.0421194752254763,1
3.24,78.2,12.3,69.1,5.0,3.5,4,1,3.404297898657649,1
3.52,100.0,10.9,93.2,3.74,5.0,5,0,3.611922920415675,1
3.15,75.7,18.2,77.8,4.14,4.19,1,0,4.028870205474872,1
3.12,90.5,7.0,84.8,3.88,4.18,3,0,3.42710659338894,1
3.12,73.9,15.6,65.5,4.51,4.22,4,1,3.6649617205347704,1
3.58,90.3,9.9,91.1,5.0,2.83,3,0,3.5052267989333092,1
4.39,78.4,9.7,70.8,3.83,4.16,3,0,3.666118837984784,1
4.23,61.9,6.5,97.5,4.71,3.36,2,1,3.286748340607869,1
3.87,98.9,11.5,70.8,4.14,3.4,1,1,4.017589609977963,1
3.14,87.1,9.3,70.1,3.82,3.28,4,1,3.1317555024633816,1
3.09,79.6,11.9,66.4,3.65,4.54,2,0,3.6966423882087343,1
3.46,82.7,6.3,60.3,2.74,3.81,3,1,2.786601442053113,0
3.8,83.1,10.9,100.0,4.87,3.62,2,0,3.8107233038491057,1
3.88,81.4,10.1,99.8,3.7,3.29,4,1,2.7818580849328516,0
3.72,81.1,8.2,92.4,2.92,2.54,3,0,2.6774032080967904,0
3.55,83.6,10.4,75.1,3.24,3.58,5,0,2.9504524890405377,0
3.71,100.0,10.0,56.4,2.85,2.67,1,0,3.0463411076865756,1
3.32,62.2,12.2,93.2,4.02,4.59,4,0,3.492368497870402,1
2.88,64.9,13.5,65.8,4.66,5.0,3,0,4.042220396440343,1
3.46,89.5,12.0,68.3,3.16,4.54,2,0,3.838947829484044,1
3.69,59.2,10.6,80.3,2.83,3.68,4,0,2.8283878460032383,0
